0
7
[(4.59,4.89)(6.50,6.28)][(7.26,5.43)(7.80,5.59)][(1.38,5.30)(1.51,6.03)][(3.50,5.49)(3.85,6.44)][(2.83,1.10)(4.47,1.82)][(3.15,6.61)(3.53,7.52)][(3.34,2.36)(4.25,1.35)]
[(3.06,7.48)(4.57,1.56)][(5.93,6.06)(4.37,1.89)][(9.58,8.88)(5.90,5.31)][(6.05,9.68)(1.19,6.13)][(2.05,1.70)(3.84,5.39)][(7.62,5.52)(1.12,8.82)][(2.40,9.66)(1.84,3.31)]
[(3.34,7.70)(4.69,1.38)][(5.47,6.04)(4.87,1.75)][(9.87,8.45)(5.66,5.80)][(6.52,9.28)(1.02,6.19)][(2.11,1.61)(3.74,5.08)][(7.13,5.44)(1.16,9.25)][(2.04,9.26)(1.59,3.19)]
[(3.53,7.97)(4.46,1.14)][(5.03,5.56)(4.41,2.24)][(9.60,8.76)(5.43,5.37)][(6.16,8.81)(1.24,5.98)][(2.39,1.94)(3.38,4.66)][(6.83,4.95)(1.31,9.74)][(1.85,8.90)(1.62,2.71)]
[(3.97,8.25)(4.59,1.36)][(5.53,6.03)(4.07,1.78)][(9.39,9.24)(5.81,5.28)][(5.66,9.05)(1.10,5.66)][(2.67,2.08)(3.83,4.67)][(6.59,5.45)(1.42,9.24)][(1.62,8.52)(1.34,3.20)]
[(3.54,8.54)(4.18,1.67)][(5.87,5.59)(4.02,1.28)][(9.62,9.49)(6.30,5.14)][(6.10,9.01)(1.46,5.39)][(2.82,1.96)(3.97,4.51)][(6.93,5.80)(1.40,9.56)][(1.92,8.81)(1.61,3.29)]
[(3.16,8.82)(3.91,1.88)][(5.81,6.02)(4.07,1.07)][(9.98,9.38)(6.24,5.46)][(6.40,9.08)(1.35,5.51)][(3.05,2.20)(4.46,4.65)][(6.71,6.30)(1.50,9.35)][(1.76,8.33)(1.55,3.79)]
[(2.67,8.33)(4.31,2.22)][(6.04,5.52)(4.10,1.51)][(9.94,9.60)(6.50,4.97)][(6.37,9.21)(1.58,5.01)][(3.52,2.06)(4.18,5.14)][(6.79,6.50)(1.89,9.36)][(1.98,8.53)(1.69,3.98)]
[(3.16,8.20)(4.56,1.84)][(6.02,5.10)(4.60,1.05)][(9.45,9.96)(6.17,4.65)][(5.90,9.01)(2.04,5.09)][(3.81,1.93)(4.58,5.31)][(6.57,6.06)(1.84,9.00)][(2.27,8.89)(1.39,3.77)]
[(3.32,7.85)(4.08,1.57)][(6.52,5.31)(4.14,1.27)][(9.29,9.60)(6.39,5.10)][(5.41,9.34)(2.44,5.56)][(4.29,1.43)(4.97,5.73)][(6.08,6.10)(1.49,8.69)][(2.62,8.39)(1.36,3.28)]
[(2.96,7.39)(4.58,1.44)][(6.54,5.22)(4.09,1.53)][(8.79,9.27)(6.26,4.65)][(5.05,8.98)(2.39,5.40)][(4.39,1.61)(5.36,5.32)][(6.57,6.58)(1.12,9.19)][(2.50,8.14)(1.15,3.77)]
[(3.33,7.32)(4.10,1.92)][(6.12,4.80)(4.03,1.10)][(9.27,9.42)(6.00,4.57)][(4.58,8.52)(1.91,5.80)][(4.82,1.13)(5.49,5.74)][(6.38,6.23)(1.45,9.33)][(2.69,7.80)(1.59,3.29)]
[(3.22,7.05)(4.23,1.84)][(6.53,4.59)(4.16,1.17)][(8.78,8.92)(6.47,4.58)][(4.08,9.02)(2.40,5.86)][(4.67,1.51)(5.06,5.39)][(6.88,6.73)(1.79,9.78)][(2.22,8.30)(1.37,3.10)]
[(3.02,6.56)(4.50,1.36)][(6.37,4.13)(3.98,1.66)][(8.57,8.93)(6.02,4.25)][(3.80,9.07)(2.51,5.47)][(4.61,1.95)(5.04,5.88)][(6.97,7.17)(2.29,9.31)][(2.21,7.83)(1.70,3.12)]
[(2.55,6.08)(4.11,1.82)][(6.00,4.05)(3.63,1.22)][(8.08,8.59)(6.47,4.52)][(3.32,9.21)(2.89,5.88)][(4.96,2.34)(4.74,6.02)][(6.81,6.88)(2.43,9.03)][(1.71,7.76)(2.03,2.62)]
[(2.05,5.62)(3.93,1.32)][(5.66,4.39)(3.58,1.38)][(7.98,9.09)(6.16,4.98)][(3.67,9.56)(3.37,6.12)][(4.55,2.32)(5.05,5.75)][(7.07,6.58)(2.80,8.93)][(1.91,7.38)(2.26,2.12)]
[(2.54,5.12)(4.00,1.81)][(6.13,4.14)(3.20,1.19)][(7.49,9.49)(6.14,5.42)][(4.02,9.35)(2.88,6.20)][(4.92,2.64)(4.55,5.65)][(6.58,6.08)(2.30,9.40)][(2.13,7.23)(2.08,1.85)]
[(2.66,5.58)(3.70,1.45)][(5.84,4.39)(2.74,1.69)][(7.92,9.07)(6.62,4.92)][(4.50,9.76)(3.38,6.55)][(5.26,2.74)(4.99,6.07)][(6.09,6.14)(2.58,9.12)][(2.17,7.62)(2.40,1.52)]
[(2.32,5.74)(3.75,1.21)][(5.44,4.53)(2.97,1.19)][(7.53,8.67)(6.60,5.29)][(4.25,9.26)(3.11,6.05)][(4.98,2.88)(5.33,6.51)][(5.61,6.24)(2.08,8.73)][(1.69,7.60)(2.72,1.96)]
[(1.84,6.15)(3.43,1.64)][(5.93,4.29)(3.46,1.42)][(7.04,8.35)(6.13,5.70)][(4.58,9.30)(2.86,6.28)][(5.45,3.36)(5.77,6.41)][(5.23,6.57)(2.35,8.48)][(2.18,8.02)(2.38,2.32)]
[(1.56,5.94)(3.23,1.31)][(5.46,3.98)(2.98,1.84)][(6.81,8.08)(6.62,5.25)][(5.06,9.72)(2.58,5.78)][(5.43,3.84)(6.23,6.47)][(5.70,6.65)(1.87,8.10)][(1.98,8.34)(1.95,2.82)]
[(1.53,5.77)(3.28,1.59)][(5.15,3.85)(3.02,1.56)][(7.23,7.71)(7.09,5.75)][(5.47,9.44)(2.08,5.47)][(5.91,3.34)(6.35,6.63)][(5.48,6.75)(1.85,8.39)][(1.49,8.68)(1.63,2.32)]
[(1.03,5.28)(3.73,1.71)][(5.31,3.88)(2.93,2.00)][(6.78,7.30)(7.59,5.83)][(5.14,8.96)(2.35,5.94)][(5.46,3.54)(5.85,6.51)][(5.50,6.29)(2.01,7.96)][(1.12,8.44)(1.79,1.93)]
[(1.53,4.92)(4.15,1.55)][(5.74,3.61)(3.22,2.31)][(6.70,6.82)(7.18,5.68)][(5.63,8.48)(2.43,6.30)][(5.24,3.07)(6.06,6.98)][(5.19,6.44)(1.57,8.36)][(1.16,8.72)(1.35,2.41)]
[(1.23,4.46)(3.65,2.03)][(6.23,3.21)(3.01,2.80)][(6.64,6.33)(7.64,5.44)][(6.13,8.06)(2.93,6.39)][(5.45,2.92)(6.19,6.87)][(5.28,6.67)(1.89,7.87)][(1.65,8.73)(1.35,2.06)]
[(1.11,4.88)(3.18,2.07)][(5.82,2.96)(2.54,2.43)][(6.42,5.86)(7.45,5.00)][(6.50,8.01)(2.75,6.35)][(5.86,3.03)(6.44,6.81)][(5.73,6.62)(2.35,8.30)][(2.08,8.87)(1.06,1.72)]
[(1.18,4.68)(3.31,2.25)][(5.38,2.86)(2.94,2.37)][(6.39,5.75)(7.94,4.93)][(6.62,8.01)(3.23,6.32)][(5.70,3.52)(6.17,7.10)][(5.39,7.06)(2.84,8.00)][(2.50,8.85)(1.11,1.31)]
[(1.27,4.95)(2.82,2.52)][(5.43,2.71)(2.45,2.09)][(6.88,5.92)(7.45,4.80)][(6.79,7.64)(3.48,6.82)][(5.52,3.58)(5.67,7.23)][(5.53,7.37)(3.26,8.28)][(2.08,8.66)(1.00,1.80)]
[(1.28,4.46)(3.20,2.02)][(5.42,2.93)(2.61,1.65)][(6.39,6.24)(7.12,5.15)][(6.89,8.06)(3.11,6.99)][(5.84,3.57)(5.19,6.73)][(5.13,6.89)(3.67,7.78)][(2.36,8.56)(1.34,1.49)]
[(1.21,4.35)(3.68,2.50)][(5.04,3.17)(2.17,1.18)][(6.41,5.90)(7.59,5.59)][(6.75,8.55)(2.61,6.90)][(5.36,3.88)(4.90,6.37)][(4.68,6.50)(4.06,7.65)][(2.02,8.79)(1.59,1.89)]
[(1.46,4.14)(3.97,2.18)][(5.45,2.85)(2.61,1.19)][(6.56,5.91)(8.08,5.10)][(6.57,8.81)(2.19,6.97)][(5.05,3.73)(4.86,5.87)][(4.84,6.05)(4.26,7.88)][(2.35,8.62)(1.92,1.65)]
[(1.02,3.98)(4.27,2.55)][(5.03,3.35)(2.11,1.42)][(7.06,6.37)(7.58,5.43)][(6.24,8.31)(1.94,7.26)][(5.52,3.41)(5.07,6.19)][(4.58,6.12)(4.40,8.23)][(2.72,8.63)(1.82,2.15)]
[(1.40,4.45)(3.87,2.05)][(5.06,3.03)(2.32,1.42)][(6.64,6.21)(7.48,4.97)][(5.84,8.11)(1.63,7.59)][(5.02,2.96)(4.93,6.56)][(5.01,6.14)(4.08,7.73)][(3.17,8.44)(1.94,1.97)]
[(1.39,4.37)(3.56,1.74)][(5.42,2.55)(2.80,1.26)][(7.13,6.25)(7.61,4.68)][(6.34,8.14)(1.16,8.07)][(4.79,3.02)(4.89,6.18)][(5.47,5.73)(4.57,8.19)][(3.54,8.03)(1.62,1.62)]
[(1.48,4.73)(4.01,2.19)][(5.15,2.26)(2.31,1.42)][(6.96,6.13)(7.11,5.18)][(6.84,7.99)(1.46,7.76)][(5.10,2.63)(4.39,6.32)][(5.94,5.89)(5.06,7.96)][(4.04,8.50)(1.29,1.23)]
[(1.59,4.67)(3.86,1.92)][(5.54,2.25)(2.01,1.70)][(6.48,6.29)(7.61,4.78)][(7.18,7.98)(1.23,7.33)][(4.61,2.96)(4.82,6.39)][(6.37,6.32)(4.56,7.80)][(4.19,8.21)(1.27,1.70)]
[(1.75,4.20)(4.36,2.20)][(5.94,2.36)(2.38,1.22)][(6.21,6.50)(7.19,4.28)][(7.58,7.85)(1.37,7.57)][(4.27,2.94)(5.27,6.73)][(6.86,6.79)(4.76,7.62)][(4.64,8.67)(1.45,2.19)]
[(2.18,4.43)(4.68,2.16)][(6.44,2.57)(1.96,1.02)][(6.70,6.61)(7.62,4.78)][(7.18,8.32)(1.00,7.72)][(4.57,2.62)(5.65,6.84)][(6.36,6.31)(4.35,7.98)][(4.19,8.63)(1.60,1.96)]
[(1.72,4.29)(4.31,1.95)][(5.95,3.07)(2.17,1.45)][(7.20,6.20)(7.15,4.43)][(6.70,8.81)(1.46,7.22)][(4.78,2.22)(6.13,6.34)][(6.13,6.76)(3.87,7.82)][(3.97,8.87)(1.77,1.47)]
[(1.48,3.79)(4.20,1.50)][(6.36,2.81)(2.02,1.33)][(6.95,5.75)(6.69,3.96)][(6.81,8.74)(1.80,7.11)][(5.14,2.53)(5.87,6.80)][(6.23,7.12)(3.97,8.18)][(3.64,9.11)(2.22,1.77)]
[(1.97,3.35)(4.56,1.99)][(6.55,3.22)(1.54,1.74)][(7.14,6.04)(6.35,4.03)][(6.61,9.21)(1.65,7.11)][(4.65,2.96)(6.07,6.99)][(6.71,7.04)(3.74,8.31)][(3.38,9.60)(2.61,2.24)]
[(1.48,3.79)(4.75,2.47)][(7.02,3.15)(1.94,1.72)][(7.16,5.56)(6.47,3.54)][(6.44,9.64)(1.33,7.26)][(4.81,3.46)(5.84,6.51)][(6.84,6.65)(4.09,7.82)][(3.78,9.24)(2.20,1.78)]
[(1.88,4.28)(4.26,2.14)][(6.55,3.06)(1.58,2.20)][(7.26,5.90)(6.91,4.00)][(6.42,9.64)(1.81,7.12)][(4.82,3.72)(6.00,6.96)][(6.42,6.47)(3.61,8.03)][(4.28,8.74)(2.26,2.05)]
[(2.31,3.85)(4.25,2.38)][(6.38,2.72)(1.42,1.71)][(7.76,5.40)(7.19,3.63)][(6.75,9.28)(1.38,7.57)][(5.29,4.10)(6.46,7.45)][(5.97,6.96)(4.09,8.46)][(4.67,8.26)(2.22,1.57)]
[(2.73,3.83)(3.84,2.76)][(5.88,2.22)(1.77,2.05)][(7.27,5.80)(7.62,4.10)][(7.05,9.00)(1.83,7.08)][(5.77,3.76)(6.66,7.17)][(5.62,6.46)(3.86,8.79)][(4.64,7.92)(2.49,1.94)]
[(2.78,3.34)(3.82,3.16)][(5.43,1.77)(2.26,1.68)][(7.41,5.57)(7.58,4.24)][(6.75,8.50)(1.69,7.17)][(6.00,3.27)(6.47,7.32)][(5.51,6.03)(3.87,8.92)][(4.76,8.31)(2.13,2.17)]
[(3.20,3.06)(4.21,3.62)][(5.00,1.59)(2.62,1.81)][(6.91,5.72)(7.12,4.04)][(6.90,8.19)(2.07,7.65)][(6.09,3.71)(6.66,7.39)][(5.87,5.62)(3.50,8.71)][(4.70,7.81)(2.51,2.44)]
[(3.21,3.00)(4.09,3.51)][(4.51,1.37)(2.81,2.11)][(6.41,5.77)(7.37,4.53)][(7.16,8.41)(2.57,8.14)][(6.46,3.62)(6.30,7.48)][(5.43,5.17)(3.97,9.11)][(4.80,7.78)(2.95,2.93)]
[(3.70,2.88)(3.83,3.22)][(4.94,1.56)(2.69,2.44)][(6.83,5.35)(7.87,4.70)][(7.44,8.88)(3.06,7.66)][(6.16,3.74)(6.13,7.32)][(5.34,5.49)(3.47,8.73)][(4.48,8.13)(3.23,2.55)]
[(4.07,2.48)(4.30,3.17)][(4.46,1.87)(2.71,2.29)][(6.77,5.11)(7.82,5.13)][(7.91,8.39)(3.17,7.24)][(6.63,3.36)(5.65,7.29)][(5.15,5.33)(3.09,9.19)][(4.02,8.44)(2.75,2.92)]
[(3.92,2.97)(3.80,3.34)][(3.96,2.27)(2.32,1.83)][(7.26,5.61)(8.31,4.78)][(7.48,8.17)(3.66,7.41)][(6.26,3.00)(5.60,6.96)][(5.17,5.43)(3.03,8.92)][(3.65,8.62)(2.40,3.06)]
[(4.30,2.58)(4.00,2.98)][(3.53,2.70)(1.83,1.34)][(7.47,5.82)(8.44,4.33)][(7.52,8.01)(4.15,7.91)][(5.78,3.42)(5.53,7.27)][(5.26,5.51)(3.00,9.34)][(3.77,8.81)(2.90,3.43)]
[(4.31,2.67)(3.81,2.66)][(4.00,2.51)(1.95,1.83)][(7.91,5.32)(8.45,4.60)][(7.12,8.11)(3.90,7.69)][(6.13,3.07)(6.01,7.75)][(5.45,5.06)(2.67,9.64)][(4.16,8.89)(3.39,2.94)]
[(4.80,2.77)(3.32,2.30)][(3.96,2.71)(1.90,1.33)][(7.57,5.20)(7.96,4.14)][(7.36,8.17)(4.35,8.12)][(5.81,3.51)(5.57,7.46)][(5.91,4.84)(2.18,9.71)][(3.74,9.38)(3.74,2.94)]
[(5.29,2.56)(3.73,2.55)][(4.36,2.98)(2.29,1.35)][(8.04,5.36)(7.62,4.33)][(7.30,7.76)(3.96,7.72)][(5.47,3.02)(5.08,7.52)][(5.58,5.04)(2.68,9.96)][(4.23,9.18)(3.51,2.66)]
[(5.72,2.55)(3.48,2.38)][(3.95,3.29)(1.88,1.84)][(8.48,5.65)(7.75,4.39)][(7.03,7.31)(3.49,8.01)][(5.40,2.92)(4.86,7.78)][(5.79,4.80)(2.53,9.71)][(3.74,9.35)(3.58,2.67)]
[(5.98,2.31)(3.82,2.47)][(3.77,2.93)(1.75,2.07)][(8.94,5.28)(8.21,4.88)][(7.29,7.79)(3.22,7.84)][(5.88,2.47)(4.80,7.85)][(6.15,4.31)(2.62,9.68)][(4.15,8.92)(4.05,3.00)]
[(5.98,2.47)(4.19,2.66)][(4.21,2.44)(2.21,1.59)][(8.58,4.82)(7.95,5.38)][(7.78,8.28)(2.73,8.29)][(6.22,2.94)(5.21,7.71)][(5.82,3.88)(2.96,9.99)][(4.65,8.50)(4.13,2.80)]
[(5.48,2.31)(4.53,3.13)][(4.68,2.91)(2.69,2.07)][(9.08,4.74)(7.48,5.07)][(7.31,7.79)(2.60,8.54)][(6.67,2.87)(4.71,7.86)][(6.31,4.36)(3.36,9.70)][(4.15,8.38)(4.58,2.30)]
[(5.52,1.89)(4.76,2.84)][(4.18,3.17)(2.37,2.32)][(8.58,5.23)(7.78,4.89)][(7.09,7.64)(3.10,8.57)][(6.65,2.92)(4.56,7.59)][(6.69,4.36)(3.79,9.95)][(3.69,8.55)(4.18,2.46)]
[(5.47,2.21)(4.27,2.83)][(4.68,3.52)(2.38,1.98)][(9.07,5.29)(8.19,4.95)][(7.29,7.49)(2.87,9.03)][(6.16,2.89)(4.15,7.18)][(6.22,4.86)(3.45,9.87)][(3.30,9.03)(3.80,2.94)]
[(4.99,1.75)(3.90,2.44)][(4.21,3.06)(2.69,2.28)][(9.49,5.79)(8.56,4.48)][(6.98,7.67)(2.67,9.03)][(6.25,2.41)(4.41,7.47)][(6.67,5.09)(2.96,9.69)][(3.52,9.52)(3.83,3.08)]
[(4.92,2.16)(4.39,2.48)][(4.44,2.97)(2.72,2.75)][(9.12,6.17)(9.05,4.12)][(6.63,7.34)(2.71,9.45)][(6.72,2.05)(4.56,7.87)][(6.48,4.86)(3.37,9.47)][(3.57,9.39)(3.68,3.54)]
[(4.43,1.72)(4.06,2.49)][(4.56,3.45)(3.19,2.25)][(8.85,6.34)(8.55,3.67)][(6.46,6.94)(3.19,8.99)][(7.22,2.47)(5.04,7.68)][(6.38,5.28)(2.87,9.46)][(3.99,9.85)(3.88,3.95)]
[(4.91,1.30)(4.35,2.31)][(4.88,3.87)(2.77,2.05)][(8.74,5.88)(8.79,3.95)][(6.73,6.45)(2.78,8.98)][(7.05,2.60)(5.54,8.10)][(6.73,4.80)(3.36,9.51)][(3.50,9.84)(4.37,3.79)]
[(4.52,1.13)(4.77,2.75)][(5.32,3.58)(2.80,1.77)][(8.82,6.01)(9.25,4.41)][(6.23,6.12)(2.51,9.04)][(6.58,2.16)(5.95,7.60)][(6.51,4.45)(3.29,9.83)][(3.92,9.34)(4.37,3.79)]
[(4.57,1.62)(4.89,2.27)][(5.31,3.64)(3.13,1.37)][(8.42,6.13)(9.75,4.41)][(6.71,6.15)(2.06,8.54)][(7.00,2.13)(6.27,7.10)][(6.60,3.98)(3.46,9.76)][(3.77,9.70)(4.78,3.43)]
[(4.49,1.80)(5.38,2.54)][(4.90,3.56)(3.45,1.87)][(8.86,5.79)(9.49,4.58)][(6.37,5.65)(1.79,9.02)][(7.50,1.67)(5.78,7.42)][(6.73,4.44)(3.94,9.65)][(4.09,9.87)(4.96,2.93)]
[(4.00,1.32)(5.69,2.69)][(5.30,3.97)(2.97,1.71)][(8.77,6.09)(9.97,5.08)][(6.14,5.16)(1.33,8.64)][(7.03,1.45)(6.27,6.93)][(6.91,4.66)(3.78,9.23)][(3.59,9.90)(5.45,3.40)]
[(3.86,1.82)(5.24,2.55)][(5.48,4.39)(2.94,2.19)][(8.60,6.59)(9.59,5.58)][(6.64,5.27)(1.11,8.51)][(7.28,1.27)(6.63,6.43)][(6.78,5.15)(4.27,9.73)][(3.98,9.81)(4.98,3.35)]
[(4.34,2.27)(4.84,2.68)][(5.59,4.11)(3.38,2.62)][(8.10,6.18)(9.38,6.07)][(7.02,5.68)(1.52,9.01)][(7.68,1.08)(7.04,6.32)][(7.14,4.75)(4.54,9.26)][(3.50,9.33)(5.38,3.84)]
[(4.67,2.60)(5.02,3.07)][(5.72,4.31)(3.49,2.13)][(7.68,5.91)(9.14,5.63)][(7.50,5.36)(1.91,9.48)][(8.14,1.36)(6.54,6.59)][(7.60,5.13)(4.78,9.72)][(3.13,9.06)(5.82,4.27)]
[(4.44,2.37)(5.52,2.71)][(5.60,4.01)(3.79,2.62)][(7.29,5.62)(9.53,5.64)][(7.11,4.98)(2.15,9.97)][(7.65,1.40)(6.49,6.50)][(7.90,4.65)(5.27,9.99)][(3.07,9.27)(5.35,4.50)]
[(4.02,2.37)(6.01,3.11)][(5.44,3.90)(3.45,3.11)][(7.12,5.19)(9.54,5.34)][(7.43,4.50)(2.62,9.54)][(7.98,1.61)(6.97,6.60)][(7.95,4.32)(4.96,9.85)][(2.58,9.07)(5.18,4.97)]
[(3.97,2.09)(5.92,2.62)][(5.39,3.91)(3.56,2.90)][(7.19,5.30)(9.73,5.02)][(7.53,5.00)(2.66,9.25)][(8.45,1.24)(6.65,6.42)][(8.20,4.66)(4.78,9.48)][(2.57,9.56)(4.92,4.49)]
[(3.59,1.65)(5.45,3.00)][(5.89,4.29)(3.97,2.49)][(6.71,5.35)(9.60,5.05)][(7.84,4.81)(3.01,8.86)][(8.92,1.72)(7.15,6.16)][(8.22,4.71)(5.16,9.67)][(2.85,9.21)(4.99,4.08)]
[(3.46,1.60)(5.11,2.50)][(6.35,4.00)(3.93,2.46)][(6.88,5.75)(9.20,5.26)][(7.34,4.31)(3.31,8.55)][(9.41,2.22)(6.66,6.62)][(7.96,5.19)(5.10,9.95)][(3.28,9.55)(5.48,3.67)]
[(3.87,1.86)(4.87,2.75)][(6.03,3.51)(3.47,1.98)][(7.37,5.79)(9.04,5.72)][(7.80,4.15)(3.19,8.06)][(9.04,1.72)(6.81,6.29)][(8.15,5.65)(4.73,9.46)][(2.92,9.29)(5.92,4.12)]
[(3.50,1.79)(5.37,2.77)][(5.88,3.12)(2.99,1.48)][(7.04,6.05)(8.94,6.10)][(8.27,3.68)(3.49,7.56)][(8.74,2.06)(6.83,6.18)][(8.44,5.17)(5.00,9.29)][(3.27,8.93)(5.43,4.42)]
[(3.27,1.51)(4.91,2.67)][(6.07,2.63)(3.18,1.32)][(6.65,5.60)(9.12,6.60)][(8.62,3.19)(3.01,7.97)][(8.90,2.33)(6.55,5.71)][(8.02,4.83)(4.51,9.51)][(3.46,8.43)(5.06,3.93)]
[(2.87,1.86)(5.37,2.72)][(5.77,2.14)(3.48,1.67)][(6.17,6.02)(8.64,7.10)][(8.16,3.35)(3.27,7.63)][(8.45,1.83)(6.51,5.24)][(8.36,4.59)(5.00,9.04)][(3.84,8.36)(5.54,3.43)]
[(3.20,2.26)(5.20,2.39)][(5.36,1.93)(3.95,1.77)][(5.89,5.61)(8.15,6.62)][(7.66,3.77)(3.18,7.91)][(8.12,2.30)(6.33,4.97)][(7.86,4.65)(5.03,8.62)][(4.29,8.82)(5.71,3.02)]
[(3.68,2.53)(5.44,2.79)][(5.63,2.27)(4.30,1.32)][(6.24,6.11)(8.60,7.11)][(7.29,4.21)(2.77,7.45)][(7.66,1.82)(6.77,4.53)][(7.73,4.29)(5.37,8.35)][(3.91,8.32)(6.20,2.58)]
[(3.25,2.19)(5.91,3.13)][(6.12,2.65)(4.79,1.24)][(6.32,6.57)(8.73,6.86)][(7.46,3.88)(3.26,7.36)][(7.26,2.20)(6.57,4.15)][(7.23,3.85)(5.87,8.63)][(3.44,8.42)(6.66,2.12)]
[(3.01,1.84)(5.79,3.48)][(5.95,3.14)(4.48,1.06)][(6.05,6.67)(8.64,6.36)][(7.04,3.81)(2.76,7.03)][(6.89,2.47)(6.10,4.41)][(6.79,4.35)(5.38,9.01)][(3.50,8.47)(6.24,1.97)]
[(3.45,1.46)(5.43,3.97)][(6.13,2.75)(4.83,1.22)][(6.41,6.74)(8.16,6.79)][(7.41,3.32)(3.21,6.74)][(6.72,2.44)(5.83,4.88)][(7.21,4.21)(5.64,8.88)][(3.03,8.88)(6.02,1.47)]
[(3.87,1.64)(5.91,3.66)][(5.64,2.46)(4.40,1.38)][(6.11,7.06)(8.05,6.32)][(7.75,3.81)(2.76,7.23)][(7.21,2.85)(5.45,5.38)][(7.36,4.35)(5.35,8.50)][(3.26,8.82)(6.13,1.96)]
[(3.91,1.17)(6.35,3.90)][(5.14,1.96)(4.17,1.33)][(6.12,7.28)(8.16,5.93)][(7.64,3.32)(3.24,7.36)][(6.72,2.66)(5.95,4.93)][(7.51,3.85)(4.89,8.56)][(3.61,9.25)(5.63,2.39)]
[(3.93,1.44)(5.90,3.86)][(4.67,1.83)(3.87,1.81)][(5.70,6.80)(7.69,6.02)][(7.92,3.59)(3.70,7.23)][(6.78,2.70)(5.94,4.45)][(7.82,4.34)(5.21,8.47)][(3.64,8.94)(6.13,2.85)]
[(4.43,1.73)(5.77,3.43)][(5.06,1.69)(4.35,1.88)][(5.79,6.54)(7.72,5.59)][(8.22,3.30)(3.46,6.87)][(6.36,2.42)(6.42,4.04)][(7.33,4.04)(4.95,8.83)][(3.79,8.89)(5.63,2.63)]
[(4.93,2.10)(5.84,3.24)][(4.74,1.83)(4.01,1.76)][(5.57,6.11)(7.22,6.09)][(7.76,3.80)(3.78,7.31)][(6.63,2.20)(6.92,4.10)][(7.79,4.27)(5.29,9.04)][(3.66,8.41)(5.59,2.89)]
[(5.37,1.61)(5.35,3.73)][(4.29,2.31)(4.38,2.05)][(5.70,6.16)(7.48,6.32)][(8.04,3.31)(3.50,6.84)][(6.35,2.46)(6.96,3.81)][(7.32,4.64)(4.81,8.54)][(3.68,8.01)(5.87,2.42)]
[(5.85,1.17)(5.33,3.59)][(4.45,2.07)(4.81,2.47)][(5.79,6.62)(7.84,5.99)][(7.72,3.81)(3.36,6.52)][(5.86,2.06)(6.65,4.25)][(7.82,5.12)(5.25,9.00)][(4.16,8.37)(5.50,1.93)]
